city,district,date,city_detainees,district_detainees,city_en,district_en,location,lat,lon
Воронеж,Отдел полиции № 6 УМВД по городу Воронежу (Центральный район),26.02.2022,10,10,Voronezh,Police Department No. 6 Ministry of Internal Affairs in the city of Voronezh (Central District),"Отдел полиции № 6 УМВД по городу Воронежу (Центральный район), Воронеж",51.6737,39.20625
Пермь,Отдел полиции № 7 (дисл. Свердловский р-н) УМВД по г. Перми,26.02.2022,7,1,Permian,Department of Police No. 7 (District Sverdlovsky district) UMVD in Perm,Отдел полиции № 7 (дисл. Свердловский р-н) УМВД по г. Перми,57.99903,56.24249
Пермь,Отдел полиции № 6 (дисл. Ленинский р-н) УМВД по г. Перми,26.02.2022,7,4,Permian,Police Department No. 6 (Leninsky District) Umvd in Perm,Отдел полиции № 6 (дисл. Ленинский р-н) УМВД по г. Перми,58.01358,56.25538
Пермь,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",26.02.2022,7,1,NA,NA,NA,NA,NA
Нижний Новгород,Отдел полиции № 5 УМВД по Нижнему Новгороду,26.02.2022,7,5,Nizhny Novgorod,Police Department No. 5 Ministry of Internal Affairs on Nizhny Novgorod,"Отдел полиции № 5 УМВД по Нижнему Новгороду, Нижний Новгород",56.33012,43.99134
Нижний Новгород,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",26.02.2022,7,2,NA,NA,NA,NA,NA
Челябинск,Отдел полиции № 5 (Центральный район) УМВД по городу Челябинску,26.02.2022,5,1,Chelyabinsk,Police Department No. 5 (Central District) Ministry of Internal Affairs in the city of Chelyabinsk,"Отдел полиции № 5 (Центральный район) УМВД по городу Челябинску, Челябинск",55.19416,61.34033
Челябинск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",26.02.2022,5,1,NA,NA,NA,NA,NA
Красноярск,Отдел полиции № 5 МУ МВД «Красноярское»,26.02.2022,0412,1,Krasnoyarsk,"Police Department No. 5 MU MVD ""Krasnoyarskoye""","Отдел полиции № 5 МУ МВД «Красноярское», Красноярск",55.76997,37.61325
Красноярск,Отдел полиции № 7 МУ МВД «Красноярское»,26.02.2022,0412,2,Krasnoyarsk,"Police Department No. 7 MU MVD ""Krasnoyarskoye""","Отдел полиции № 7 МУ МВД «Красноярское», Красноярск",55.76997,37.61325
Красноярск,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",26.02.2022,0412,2,NA,NA,NA,NA,NA
Красноярск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",26.02.2022,0412,1,NA,NA,NA,NA,NA
Иркутск,Отдел полиции № 7 УМВД по г. Иркутску,26.02.2022,5,3,Irkutsk,Police Department No. 7 UMVD in Irkutsk,Отдел полиции № 7 УМВД по г. Иркутску,52.2749,104.3199
Иркутск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",26.02.2022,5,1,NA,NA,NA,NA,NA
Тверь,Отдел полиции Центральный УМВД по городу Твери,26.02.2022,3,1,Tver,Police Department Central Ministry of Internal Affairs in Tver City,"Отдел полиции Центральный УМВД по городу Твери, Тверь",56.84643,35.90852
Тверь,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",26.02.2022,3,2,NA,NA,NA,NA,NA
Вологда,Отдел полиции № 1 УМВД по г. Вологде,26.02.2022,3,3,Vologda,Police Department No. 1 Umvd in Vologda,Отдел полиции № 1 УМВД по г. Вологде,59.20854,39.88498
Волгоград,"Задержаны, но пока неизвестно, в каких отделах находятся: 3",26.02.2022,3,3,NA,NA,NA,NA,NA
Казань,Отдел полиции № 16 «Япеева» УМВД по г. Казани,26.02.2022,2,2,Kazan.,"Police Department No. 16 ""Yapeeyev"" Ministry of Internal Affairs for the city of Kazan",Отдел полиции № 16 «Япеева» УМВД по г. Казани,55.79825,49.11597
Белгород,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",26.02.2022,2,2,NA,NA,NA,NA,NA
Апатиты,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",26.02.2022,2,2,NA,NA,NA,NA,NA
Хабаровск,Отдел полиции № 4 УМВД по г. Хабаровску,26.02.2022,2,2,Khabarovsk,Police Department No. 4 Umvd in Khabarovsk,Отдел полиции № 4 УМВД по г. Хабаровску,48.48858,135.0752
Тюмень,Отдел полиции № 4 УМВД по г. Тюмени,26.02.2022,2,1,Tyumen.,Police Department No. 4 UMVD in Tyumen,Отдел полиции № 4 УМВД по г. Тюмени,57.14975,65.56628
Саратов,Отдел полиции № 1 в составе УМВД по городу Саратову (Волжский район),26.02.2022,2,2,Saratov,Police Department No. 1 as part of the Ministry of Internal Affairs in the city of Saratov (Volzhsky district),"Отдел полиции № 1 в составе УМВД по городу Саратову (Волжский район), Саратов",51.52664,46.03682
Нальчик,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",26.02.2022,2,2,NA,NA,NA,NA,NA
Коломна,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",26.02.2022,1,1,NA,NA,NA,NA,NA
Рязань,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",26.02.2022,1,1,NA,NA,NA,NA,NA
Симферополь,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",26.02.2022,1,1,NA,NA,NA,NA,NA
Химки,Линейный отдел МВД России на станции Москва-Ленинградская,26.02.2022,1,1,Khimki,Linear department of the Ministry of Internal Affairs of Russia at Moscow-Leningrad Station,"Линейный отдел МВД России на станции Москва-Ленинградская, Химки",55.43332,37.56479
Ульяновск,Отдел МВД по Ленинскому району,26.02.2022,1,1,Ulyanovsk,Department of the Ministry of Internal Affairs for Leninsky District,"Отдел МВД по Ленинскому району, Ульяновск",54.32838,48.39287
Самара,Отдел полиции № 4,26.02.2022,1,1,Samara,Police Department number 4,"Отдел полиции № 4, Самара",53.21078,50.1445
ЗАТО г. Железногорск Красноярский край,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",26.02.2022,1,1,NA,NA,NA,NA,NA
Владивосток,УМВД по городу Владивостоку (отдел полиции № 1),26.02.2022,1,1,Vladivostok.,UMVD in the city of Vladivostok (police department number 1),"УМВД по городу Владивостоку (отдел полиции № 1), Владивосток",43.15522,131.9087
Жуковский,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",26.02.2022,1,1,NA,NA,NA,NA,NA
Новочеркасск,Отдел полиции № 1 МУ МВД «Новочеркасское»,26.02.2022,1,1,Novocherkassk,Police Department No. 1 MU MVD Novocherkasskoe,"Отдел полиции № 1 МУ МВД «Новочеркасское», Новочеркасск",55.76997,37.61325
Новороссийск,Отдел полиции (Центральный район) УМВД по г. Новороссийску,26.02.2022,1,1,Novorossiysk,Police Department (Central District) Ministry of Internal Affairs for the city of Novorossiysk,Отдел полиции (Центральный район) УМВД по г. Новороссийску,44.71539,37.77495
Ялта,Отдел полиции № 3 «Массандровский» УМВД по г. Ялта,26.02.2022,1,1,Yalta,"Police Department No. 3 ""Massandrovsky"" Ministry of Internal Affairs in Yalta",Отдел полиции № 3 «Массандровский» УМВД по г. Ялта,55.31101,37.52129
Омск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",26.02.2022,1,1,NA,NA,NA,NA,NA
Чебоксары,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",26.02.2022,1,1,NA,NA,NA,NA,NA
Великие Луки,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",26.02.2022,1,1,NA,NA,NA,NA,NA
Архангельск,Отдел полиции № 4 (по обслуживанию Октябрьского округа г. Архангельска),26.02.2022,1,1,Arkhangelsk,Department of Police No. 4 (for the maintenance of the Oktyabrsky District of Arkhangelsk),Отдел полиции № 4 (по обслуживанию Октябрьского округа г. Архангельска),64.53815,40.51204
Москва,ОМВД по району Дмитровский,27.02.2022,1303,18,Moscow,OMVD in the district Dmitrovsky,"ОМВД по району Дмитровский, Москва",55.88543,37.53808
Москва,Отдел МВД России по Косино-Ухтомскому району г. Москвы,27.02.2022,1303,27,Moscow,Department of the Ministry of Internal Affairs of Russia in the Koshino-Ukhtsky district of Moscow,Отдел МВД России по Косино-Ухтомскому району г. Москвы,55.71079,37.85208
Москва,Отдел МВД России по району Митино г. Москвы,27.02.2022,1303,14,Moscow,Department of the Ministry of Internal Affairs of Russia in the district of Mitino city of Moscow,Отдел МВД России по району Митино г. Москвы,55.85803,37.3426
Москва,Отдел МВД России по району Китай-город г. Москвы,27.02.2022,1303,10,Moscow,Department of the Ministry of Internal Affairs of Russia in the district of China-city of Moscow,Отдел МВД России по району Китай-город г. Москвы,55.7685,37.63139
Москва,Отдел МВД России по району Северное Тушино г. Москвы,27.02.2022,1303,18,Moscow,Department of the Ministry of Internal Affairs of Russia in the area of ​​the North Tushino of Moscow,Отдел МВД России по району Северное Тушино г. Москвы,55.86016,37.43437
Москва,Отдел МВД России по району Новогиреево г. Москвы,27.02.2022,1303,28,Moscow,Department of the Ministry of Internal Affairs of Russia in Novogireevo district of Moscow,Отдел МВД России по району Новогиреево г. Москвы,55.74848,37.80502
Москва,Отдел МВД России по району Басманный г. Москвы,27.02.2022,1303,1,Moscow,Department of the Ministry of Internal Affairs of Russia in the district Basmannaya Moscow,Отдел МВД России по району Басманный г. Москвы,55.76985,37.66676
Москва,ОМВД Медведково Северное,27.02.2022,1303,22,Moscow,OMVD Medvedkovo North,"ОМВД Медведково Северное, Москва",55.88947,37.65488
Москва,Участковый пункт полиции № 4 по Академческому району,27.02.2022,1303,1,Moscow,Police district station number 4 on Academic District,"Участковый пункт полиции № 4 по Академческому району, Москва",55.68946,37.57638
Москва,Отдел МВД России по району Ново-Переделкино г. Москвы,27.02.2022,1303,16,Moscow,Department of the Ministry of Internal Affairs of Russia in the New-Peredelkino district of Moscow,Отдел МВД России по району Ново-Переделкино г. Москвы,55.63603,37.35475
Москва,Отдел МВД России по району Люблино,27.02.2022,1303,18,Moscow,Department of the Ministry of Internal Affairs of Russia in the area of ​​Lublino,"Отдел МВД России по району Люблино, Москва",55.66987,37.75103
Москва,ОМВД России по району Тверской г. Москвы,27.02.2022,1303,2,Moscow,OMVD of Russia in the district of Tver Moscow,ОМВД России по району Тверской г. Москвы,55.76997,37.61325
Москва,ОМВД России по району Коньково г. Москвы,27.02.2022,1303,19,Moscow,OMVD of Russia in the area of ​​Konkovo ​​Moscow,ОМВД России по району Коньково г. Москвы,55.6403,37.5181
Москва,ОМВД России по району Аэропорт,27.02.2022,1303,1,Moscow,OMVD of Russia for the airport area,"ОМВД России по району Аэропорт, Москва",55.80541,37.53761
Москва,ОМВД России по району Якиманка г. Москвы,27.02.2022,1303,3,Moscow,OMVD of Russia in the area of ​​Yakimanka Moscow,ОМВД России по району Якиманка г. Москвы,55.73641,37.62014
Москва,ОМВД России по району Братеево г. Москвы,27.02.2022,1303,19,Moscow,OMVD of Russia in the district of Brateevo Moscow,ОМВД России по району Братеево г. Москвы,55.63536,37.77109
Москва,ОМВД России по Пресненскому району г. Москвы,27.02.2022,1303,4,Moscow,OMVD of Russia in the Presnensky district of Moscow,ОМВД России по Пресненскому району г. Москвы,55.76062,37.5423
Москва,Отдел МВД России по району Ивановское г. Москвы,27.02.2022,1303,29,Moscow,Department of the Ministry of Internal Affairs of Russia in the district of Ivanovo Moscow,Отдел МВД России по району Ивановское г. Москвы,55.76183,37.83056
Москва,Отдел МВД России по району Кунцево г. Москвы,27.02.2022,1303,14,Moscow,Department of the Ministry of Internal Affairs of Russia in the Kuntsevo district of Moscow,Отдел МВД России по району Кунцево г. Москвы,55.72846,37.407470000000004
Москва,ОМВД России по району Орехово-Борисово Северное г. Москвы,27.02.2022,1303,16,Moscow,OMVD of Russia in the area of ​​Orekhovo-Borisovo North Moscow,ОМВД России по району Орехово-Борисово Северное г. Москвы,55.62586,37.72465
Москва,МО МВД России «Щербинский» г. Москвы,27.02.2022,1303,11,Moscow,"MO Ministry of Internal Affairs of Russia ""Shcherbinsky"" of Moscow",МО МВД России «Щербинский» г. Москвы,55.50029,37.54198
Москва,Отдел МВД России по району Вешняки г. Москвы,27.02.2022,1303,22,Moscow,Department of the Ministry of Internal Affairs of Russia in the district of the village of Moscow,Отдел МВД России по району Вешняки г. Москвы,55.72139,37.80952
Москва,ОМВД России по району Тимирязевский г. Москвы,27.02.2022,1303,23,Moscow,OMVD of Russia in the Timiryazevsky district of Moscow,ОМВД России по району Тимирязевский г. Москвы,55.8112,37.58936
Москва,ОМВД Марфино,27.02.2022,1303,18,Moscow,OMVD Marfino,"ОМВД Марфино, Москва",55.8437,37.57382
Москва,ОМВД Бибирево,27.02.2022,1303,33,Moscow,OMVD Bibirevo,"ОМВД Бибирево, Москва",55.8945,37.60167
Москва,ОМВД России по району Коптево г. Москвы,27.02.2022,1303,30,Moscow,OMVD of Russia in the Koptevo district of Moscow,ОМВД России по району Коптево г. Москвы,55.83427,37.52394
Москва,ОМВД Бутырский,27.02.2022,1303,12,Moscow,OMVD Butyrsky,"ОМВД Бутырский, Москва",55.8112,37.58936
Москва,ОМВД Останкинский,27.02.2022,1303,25,Moscow,OMVD Ostankinsky,"ОМВД Останкинский, Москва",55.81298,37.63553
Москва,ОМВД России по району Черемушки г. Москвы,27.02.2022,1303,18,Moscow,OMVD of Russia in the district of Cheryomushki in Moscow,ОМВД России по району Черемушки г. Москвы,55.66419,37.56408
Москва,ОМВД России по Обручевскому району г. Москвы,27.02.2022,1303,26,Moscow,OMVD of Russia in the Obruchevsky district of Moscow,ОМВД России по Обручевскому району г. Москвы,55.65618,37.54413
Москва,ОМВД России по району Чертаново Северное г. Москвы,27.02.2022,1303,20,Moscow,OMVD of Russia in the region of Chertanovo North Moscow,ОМВД России по району Чертаново Северное г. Москвы,55.62478,37.60313
Москва,Хорошево-Мневники (новое здание),27.02.2022,1303,1,Moscow,Honest Museum (New Building),"Хорошево-Мневники (новое здание), Москва",55.77772,37.50295
Москва,ОМВД России по району Ясенево г. Москвы,27.02.2022,1303,15,Moscow,OMVD of Russia in the district of Yasenevo Moscow,ОМВД России по району Ясенево г. Москвы,55.6096,37.51387
Москва,Отдел МВД России по району Гольяново г. Москвы,27.02.2022,1303,5,Moscow,"Department of the Ministry of Internal Affairs of Russia in the district of Goljanovo, Moscow",Отдел МВД России по району Гольяново г. Москвы,55.81642,37.79605
Москва,ОМВД России по району Бутово Северное г. Москвы,27.02.2022,1303,25,Moscow,OMVD of Russia in the district of Butovo North Moscow,ОМВД России по району Бутово Северное г. Москвы,55.57633,37.57528
Москва,ОМВД России по району Фили-Давыдково г. Москвы,27.02.2022,1303,9,Moscow,OMVD of Russia in the district of Fili-Davydkovo G. Moscow,ОМВД России по району Фили-Давыдково г. Москвы,55.74648,37.4272
Москва,ОМВД России по району Бескудниково,27.02.2022,1303,13,Moscow,OMVD of Russia in the area of ​​Bescordnikovo,"ОМВД России по району Бескудниково, Москва",55.87035,37.56161
Москва,ОМВД России по району Перово г. Москвы,27.02.2022,1303,15,Moscow,OMVD of Russia in the district of Perovo Moscow,ОМВД России по району Перово г. Москвы,55.76334,37.78748
Москва,ОМВД России по району Чертаново Южное г. Москвы,27.02.2022,1303,24,Moscow,OMVD of Russia in the area of ​​Chertanovo South Moscow,ОМВД России по району Чертаново Южное г. Москвы,55.60066,37.59021
Москва,ОМВД Алексеевский,27.02.2022,1303,29,Moscow,OMVD Alekseevsky,"ОМВД Алексеевский, Москва",55.80824,37.64391
Москва,3-й отдел полиции УВД на Московском метрополитене,27.02.2022,1303,1,Moscow,3rd police department of the Department of Internal Affairs at the Moscow Metropolitan,"3-й отдел полиции УВД на Московском метрополитене, Москва",55.74091,37.61751
Москва,ОМВД России по району Нагатино-Садовники г. Москвы,27.02.2022,1303,13,Moscow,OMVD of Russia in the area of ​​Nagatino-gardeners in Moscow,ОМВД России по району Нагатино-Садовники г. Москвы,55.65759,37.64008
Москва,ОМВД России по району Таганский г. Москвы,27.02.2022,1303,2,Moscow,OMVD of Russia for the Tagansky district of Moscow,ОМВД России по району Таганский г. Москвы,55.73482,37.68153
Москва,ОМВД России по району Таганский г. Москвы,27.02.2022,1303,2,Moscow,OMVD of Russia for the Tagansky district of Moscow,ОМВД России по району Таганский г. Москвы,55.73482,37.68153
Москва,ОМВД Медведково Южное,27.02.2022,1303,30,Moscow,OmVD Medvedkovo South,"ОМВД Медведково Южное, Москва",55.87144,37.66158
Москва,МО МВД России «Коммунарский» г. Москвы,27.02.2022,1303,21,Moscow,"MO Ministry of Internal Affairs of Russia ""Communarsky"" Moscow",МО МВД России «Коммунарский» г. Москвы,55.54227,37.49411
Москва,Отдел МВД России по району Покровское-Стрешнево г. Москвы,27.02.2022,1303,5,Moscow,Department of the Ministry of Internal Affairs of Russia in the district of Pokrovskoe-Streshnevo Moscow,Отдел МВД России по району Покровское-Стрешнево г. Москвы,55.81755,37.44862
Москва,ОМВД России по Даниловскому району г. Москвы,27.02.2022,1303,1,Moscow,OMVD of Russia in the Danilovsky district of Moscow,ОМВД России по Даниловскому району г. Москвы,55.7044,37.65522
Москва,Отдел полиции № 33 Московского района г. Санкт-Петербурга,27.02.2022,1303,1,Moscow,Police Department No. 33 of the Moscow District of St. Petersburg,Отдел полиции № 33 Московского района г. Санкт-Петербурга,59.8597,30.3514
Москва,Отдел МВД России по району Арбат г. Москвы,27.02.2022,1303,4,Moscow,Department of the Ministry of Internal Affairs of Russia in the Arbat district of Moscow,Отдел МВД России по району Арбат г. Москвы,55.74781,37.58908
Москва,ОМВД России по району Хамовники г. Москвы,27.02.2022,1303,1,Moscow,OMVD of Russia in the area of ​​Khamovnikov Moscow,ОМВД России по району Хамовники г. Москвы,55.72544,37.56238
Москва,Отдел МВД России по району Капотня,27.02.2022,1303,17,Moscow,Department of the Ministry of Internal Affairs of Russia in the area of ​​the Kapotnya,"Отдел МВД России по району Капотня, Москва",55.63711,37.80428
Москва,ОМВД России по району Орехово-Борисово Южное г. Москвы,27.02.2022,1303,7,Moscow,OMVD of Russia in the area of ​​Orekhovo-Borisovo South Moscow,ОМВД России по району Орехово-Борисово Южное г. Москвы,55.59971,37.73879
Москва,ОМВД России по району Молжаниновский г. Москвы,27.02.2022,1303,15,Moscow,OMVD of Russia in the district of Muszhaninovsky Moscow,ОМВД России по району Молжаниновский г. Москвы,55.94819,37.34811
Москва,ОМВД России по району Проспект Вернадского г. Москвы,27.02.2022,1303,1,Moscow,OMVD of Russia in the district Prospekt Vernadsky Moscow,ОМВД России по району Проспект Вернадского г. Москвы,55.67482,37.49531
Москва,ОМВД России по району Сокол г. Москвы,27.02.2022,1303,9,Moscow,OMVD of Russia in the area of ​​Sokol Moscow,ОМВД России по району Сокол г. Москвы,55.80043,37.51794
Москва,Отдел МВД России по району Строгино г. Москвы,27.02.2022,1303,26,Moscow,Department of the Ministry of Internal Affairs of Russia for the district Strogino city of Moscow,Отдел МВД России по району Строгино г. Москвы,55.7949,37.39461
Москва,ОМВД Отрадное,27.02.2022,1303,1,Moscow,OMVD Otradnoe,"ОМВД Отрадное, Москва",55.85799,37.61839
Москва,Отдел МВД России по району Щукино г. Москвы,27.02.2022,1303,18,Moscow,Department of the Ministry of Internal Affairs of Russia in the district of Schukino Moscow,Отдел МВД России по району Щукино г. Москвы,55.81043,37.45483
Москва,Отдел МВД России по району Замоскворечье г. Москвы,27.02.2022,1303,1,Moscow,Department of the Ministry of Internal Affairs of Russia in the area of ​​Zamoskvorechye Moscow,Отдел МВД России по району Замоскворечье г. Москвы,55.73642,37.62877
Москва,ОМВД России по Левобережному району г. Москвы,27.02.2022,1303,23,Moscow,OMVD of Russia in the left-bank district of Moscow,ОМВД России по Левобережному району г. Москвы,55.86873,37.47454
Москва,ОМВД России по району Раменки г. Москвы,27.02.2022,1303,8,Moscow,OMVD of Russia in the Ramenki district of Moscow,ОМВД России по району Раменки г. Москвы,55.69559,37.50795
Москва,ОМВД России по району Чертаново Центральное г. Москвы,27.02.2022,1303,14,Moscow,OMVD of Russia in the area of ​​Chertanovo Central Moscow,ОМВД России по району Чертаново Центральное г. Москвы,55.6187,37.59461
Москва,Отдел МВД России по району Хорошево-Мневники г. Москвы,27.02.2022,1303,20,Moscow,Department of the Ministry of Internal Affairs of Russia in the district of Khoroshevo-Mesvniki Moscow,Отдел МВД России по району Хорошево-Мневники г. Москвы,55.79041,37.4642
Москва,ОМВД России по району Преображенское г. Москвы,27.02.2022,1303,36,Moscow,OMVD of Russia for the district of Transfiguration Moscow,ОМВД России по району Преображенское г. Москвы,55.7906,37.71015
Москва,ОМВД России по району Дегунино Западное г. Москвы,27.02.2022,1303,22,Moscow,OMVD of Russia in the District of Degunino Western Moscow,ОМВД России по району Дегунино Западное г. Москвы,55.86921,37.51319
Москва,Отдел МВД России по району Крылатское г. Москвы,27.02.2022,1303,53,Moscow,Department of the Ministry of Internal Affairs of Russia in the area of ​​Krylatskoe Moscow,Отдел МВД России по району Крылатское г. Москвы,55.76386,37.4044
Москва,Отдел МВД России по району Кузьминки,27.02.2022,1303,23,Moscow,Department of the Ministry of Internal Affairs of Russia in the area of ​​Kuzminki,"Отдел МВД России по району Кузьминки, Москва",55.69747,37.78293
Москва,ОМВД России по району Сокольники г. Москвы,27.02.2022,1303,23,Moscow,OMVD of Russia in the area of ​​Sokolniki in Moscow,ОМВД России по району Сокольники г. Москвы,55.78633,37.67562
Москва,Отдел МВД России по району Текстильщики,27.02.2022,1303,28,Moscow,Department of the Ministry of Internal Affairs of Russia in the area of ​​textiles,"Отдел МВД России по району Текстильщики, Москва",55.72594,37.71579
Москва,Отдел МВД России по району Южное Тушино г. Москвы,27.02.2022,1303,17,Moscow,Department of the Ministry of Internal Affairs of Russia in the South Tushino district of Moscow,Отдел МВД России по району Южное Тушино г. Москвы,55.83939,37.4362
Москва,ОМВД Ростокино,27.02.2022,1303,1,Moscow,OMVD Rostokino,"ОМВД Ростокино, Москва",55.83776,37.66508
Москва,Отдел МВД России по Можайскому району г. Москвы,27.02.2022,1303,17,Moscow,Department of the Ministry of Internal Affairs of Russia in Mozhaisk district of Moscow,Отдел МВД России по Можайскому району г. Москвы,55.71988,37.44572
Москва,Отдел МВД России по району Выхино-Жулебино г. Москвы,27.02.2022,1303,8,Moscow,Department of the Ministry of Internal Affairs of Russia in the district of Vykhino-Zhulebino Moscow,Отдел МВД России по району Выхино-Жулебино г. Москвы,55.70563,37.80769
Москва,ОМВД России по Нагорному району г. Москвы,27.02.2022,1303,3,Moscow,OMVD of Russia in the Nagorno district of Moscow,ОМВД России по Нагорному району г. Москвы,55.64461,37.60675
Москва,ОМВД России по районам Силино и Старое Крюково г. Москвы,27.02.2022,1303,20,Moscow,OMVD of Russia in the areas of Silino and the old Kryukovo of Moscow,ОМВД России по районам Силино и Старое Крюково г. Москвы,55.97927,37.17867
Москва,ОМВД России по району Солнцево г. Москвы,27.02.2022,1303,25,Moscow,OMVD of Russia in the area of ​​Solntsevo in Moscow,ОМВД России по району Солнцево г. Москвы,55.64386,37.40979
Москва,Отдел МВД России по району Некрасовка,27.02.2022,1303,12,Moscow,Department of the Ministry of Internal Affairs of Russia in the area necrasovka,"Отдел МВД России по району Некрасовка, Москва",55.70751,37.93009
Москва,ОМВД России по району Академический г. Москвы,27.02.2022,1303,10,Moscow,OMVD of Russia in the area of ​​the academic Moscow,ОМВД России по району Академический г. Москвы,55.68163,37.58746
Москва,ОМВД России по району Зюзино г. Москвы,27.02.2022,1303,7,Moscow,OMVD of Russia in the area of ​​Zyuzino Moscow,ОМВД России по району Зюзино г. Москвы,55.63988,37.59078
Москва,МО МВД России «Московский» г. Москвы,27.02.2022,1303,12,Moscow,"MO Ministry of Internal Affairs of Russia ""Moscow"" of Moscow",МО МВД России «Московский» г. Москвы,55.64386,37.40979
Москва,Отдел МВД по Гагаринскому району,27.02.2022,1303,9,Moscow,Department of the Ministry of Internal Affairs for the Gagarin district,"Отдел МВД по Гагаринскому району, Москва",55.6973,37.55717
Москва,Отдел МВД России по району Лефортово,27.02.2022,1303,3,Moscow,Department of the Ministry of Internal Affairs of Russia for Lefortovo district,"Отдел МВД России по району Лефортово, Москва",55.75797,37.68042
Москва,ОМВД России по району Крюково г. Москвы,27.02.2022,1303,15,Moscow,OMVD of Russia in the district of Kryukovo Moscow,ОМВД России по району Крюково г. Москвы,55.9776,37.15114
Москва,Отдел МВД России по району Марьино,27.02.2022,1303,20,Moscow,Department of the Ministry of Internal Affairs of Russia in the area of ​​Marino,"Отдел МВД России по району Марьино, Москва",55.66987,37.75103
Москва,Отдел МВД России по району Богородское г. Москвы,27.02.2022,1303,1,Moscow,Department of the Ministry of Internal Affairs of Russia in the District of the Bogorodskoye Moscow,Отдел МВД России по району Богородское г. Москвы,55.81447,37.72681
Москва,"Задержаны, но пока неизвестно, в каких отделах находятся: 50",27.02.2022,1303,50,NA,NA,NA,NA,NA
Санкт-Петербург,Отдел полиции № 36 Выборгского района г. Санкт-Петербурга,27.02.2022,1057,94,St. Petersburg,Department of Police No. 36 of the Vyborg district of St. Petersburg,Отдел полиции № 36 Выборгского района г. Санкт-Петербурга,60.02671,30.32713
Санкт-Петербург,Отдел полиции № 74 Красносельского района г. Санкт-Петербурга,27.02.2022,1057,69,St. Petersburg,Police Department No. 74 Krasnoselsky District of St. Petersburg,Отдел полиции № 74 Красносельского района г. Санкт-Петербурга,59.86502,30.18016
Санкт-Петербург,Отдел полиции № 52 Красногвардейского района г. Санкт-Петербурга,27.02.2022,1057,12,St. Petersburg,Police Department No. 52 of the Krasnogvardeisky District of St. Petersburg,Отдел полиции № 52 Красногвардейского района г. Санкт-Петербурга,59.93166,30.4194
Санкт-Петербург,Отдел полиции № 46 Петродворцовому району г. Санкт-Петербурга,27.02.2022,1057,73,St. Petersburg,Police Department No. 46 Petrodvortsovaya District of St. Petersburg,Отдел полиции № 46 Петродворцовому району г. Санкт-Петербурга,59.84803,30.03598
Санкт-Петербург,Отдел полиции № 29 Московского района г. Санкт-Петербурга,27.02.2022,1057,27,St. Petersburg,Police Department No. 29 Moscow District of St. Petersburg,Отдел полиции № 29 Московского района г. Санкт-Петербурга,59.86036,30.31186
Санкт-Петербург,Отдел полиции № 70 Невского района г. Санкт-Петербурга,27.02.2022,1057,14,St. Petersburg,Police Department No. 70 Nevsky District of St. Petersburg,Отдел полиции № 70 Невского района г. Санкт-Петербурга,59.88335,30.45471
Санкт-Петербург,Отдел полиции № 35 Приморского района г. Санкт-Петербурга,27.02.2022,1057,40,St. Petersburg,Police Department No. 35 Primorsky District of St. Petersburg,Отдел полиции № 35 Приморского района г. Санкт-Петербурга,59.99489,30.28418
Санкт-Петербург,12 отдел полиции по Фрунзенскому району Санкт-Петербурга,27.02.2022,1057,2,St. Petersburg,12 Police Department for Frunzen District St. Petersburg,"12 отдел полиции по Фрунзенскому району Санкт-Петербурга, Санкт-Петербург",59.86426,30.39881
Санкт-Петербург,Отдел полиции № 28 Центрального района г. Санкт-Петербурга,27.02.2022,1057,11,St. Petersburg,Police Department No. 28 of the Central District of St. Petersburg,Отдел полиции № 28 Центрального района г. Санкт-Петербурга,59.92033,30.33995
Санкт-Петербург,Отдел полиции № 8 Кировского района г. Санкт-Петербурга,27.02.2022,1057,35,St. Petersburg,Police Department No. 8 Kirovsky District of St. Petersburg,Отдел полиции № 8 Кировского района г. Санкт-Петербурга,59.8414,30.22806
Санкт-Петербург,Отдел полиции № 31 Кировского района г. Санкт-Петербурга,27.02.2022,1057,20,St. Petersburg,Police Department No. 31 Kirovsky District of St. Petersburg,Отдел полиции № 31 Кировского района г. Санкт-Петербурга,59.88848,30.26436
Санкт-Петербург,Отдел МВД по Кронштадтскому району г. Санкт-Петербурга,27.02.2022,1057,47,St. Petersburg,Department of the Ministry of Internal Affairs for the Kronstadt District of St. Petersburg,Отдел МВД по Кронштадтскому району г. Санкт-Петербурга,59.99433,29.76441
